X,Y,Z
0.0,0.0,0.0
0.06015685201270654,-0.027234500320491697,-0.023029411823391632
0.12243385524320416,-0.1522310335576142,-0.06674627496887188
-0.04996697107608172,0.26066976322383895,0.1541885379111625
-0.11336022347281732,-0.025319373372787196,0.17650824791039527
-0.16269514276413516,-0.07415030009570513,-0.1304141981796717
0.12874108548992336,-0.1354788247290288,-0.04990514503330355
0.10902981800752001,-0.005593905820090429,-0.10763142236277776
0.039382579035176814,0.040215036619308614,0.026117775410271465
-0.19649958021389713,0.1408469105145217,-0.04282279004474768
-0.1060946769531887,-0.06621014173657064,-0.04498227501377804
-0.1993519822027326,-0.07653647645342751,0.06766531175369159
-0.09338445692296729,-0.20911585265522847,-0.09400317428737023
-0.041132654114195276,-0.05628394621433069,-0.07577537015807916
-0.04494316947994961,-0.01524038213728902,-0.0792926938986968
-0.02259647620013816,0.13077172735952192,-0.11379810875831395
-0.09238953578236038,-0.01610845587317985,0.04975418801678223
0.08015523593314522,-0.06565053430771124,-0.177086943529326
0.22653860209040688,-0.10149958315151553,0.08254736545108546
0.22695436912967337,0.04119052679004862,-0.03533235157367361
0.14961622337925526,0.18276053250351004,0.07386409436390637
0.0623188319309124,0.06623192310240776,0.3424627849449324
0.053640760603255226,0.009421375723117582,-0.060212443271162125
0.1430843997243975,0.13625662038403136,0.11126934733420786
-0.04895801944954016,0.23966821471645908,0.13010060077315208
-0.0018397695765156596,0.08837994839883258,0.07465603930549132
-0.05207167073052345,0.01115928913817666,0.07791195573426224
0.02786777645798391,-0.06107088044427514,0.18439510630177441
-0.02403236682480856,-0.020240015162537678,0.0032860313947117824
-0.17734562236045887,-0.009210996156331535,-0.09714257264254597
-0.043804750015781255,0.03303224199282356,-0.037639544166986
0.10288792489345194,0.028266192777814902,0.06332700509285516
-0.043531702232341624,0.024932736152529826,0.13440821005040413
-0.047527786113754564,-0.09144537192405675,-0.06729400679109278
-0.024280305968110726,-0.09913032618424114,-0.22444996100546116
0.051880911963998064,0.1352772894743752,-0.13991962753749956
0.10074860288747414,0.23033747149482844,0.04607346568496387
0.29532611119329616,0.21432120843158836,0.02874467986592434
0.06361296872943109,0.35240980404740724,0.3709360175724278
0.03384952981743185,0.07865508262842828,0.23672932579893224
0.11472251564422672,0.009590034444409985,0.11126351018325283
0.023230511432428255,0.05903854125664444,0.024204678306212667
0.07625531479078411,0.038429084163375454,0.05030593066308413
0.11124798893459542,-0.038373765090045336,0.022292677944049197
0.008681267206258336,0.11198078730718705,0.10329495704106373
-0.13433741371009372,0.06792468678413424,0.26650105738450014
-0.18788706237248848,-0.0054460673374227,0.10906782672746916
-0.16262731355404586,-0.08807440870530638,-0.02098112752703491
-0.11284664013040903,-0.02099999033062852,-0.04753881848649527
0.06599320905182424,-0.03333712962877503,-0.22165774979395392
0.18966742343447313,0.046852034504175924,-0.0366025825246006
0.26049555658817614,0.07790150849322464,-0.13742594445547748
0.17604892153081372,0.19590555857679337,0.08441346543676531
-0.0021403721298009215,0.2863841633691045,0.18625036093867872
-0.06040656387215633,0.17591684155044204,0.3776714005792077
-0.017632563457811466,0.11459817123707944,0.25373271226785427
0.050982951811604116,0.08206950990883594,-0.07302176646343506
0.017300857386095023,-0.005816825931743083,0.013728178742177532
-0.01954033985704489,-0.017477781715496986,-0.0843118046857121
0.02582984094528025,-0.10117596502729212,0.0011986961203947002
0.10865714428680523,-0.003505866519089948,-0.10384736800772171
0.1264351876505442,-0.12161463791215857,0.1718565515495952
0.07044026252427057,-0.0447868652198457,0.13283536153756736
0.19065582804757839,-0.008660880870404716,0.026524835529561024
0.3184680162803449,0.0068770752676134,0.20948230815603064
0.10979377007063415,0.2302764264151125,0.3156169250790072
0.003135438747613961,0.14272518837766277,0.24497683767363299
0.0024311191908150194,0.12047231234217014,0.08171468674981115
-0.06111920600967012,-0.09227984735423592,0.025290613700868284
-0.3317044665618206,-0.18160491221975028,-0.09684700572173147
-0.329184041747537,-0.3184312663854117,-0.16410998584860936
-0.1794731354231568,-0.25860163469718556,-0.26395010776247
-0.14592955875948366,-0.3142637010503455,-0.14610241749398728
-0.1592175873238909,-0.32853812731926835,-0.3763091213935759
-0.15460479230186583,-0.2580009908623379,-0.19131770499487244
-0.04784655612847939,-0.24174110254212042,-0.3078756457257438
-0.15294402023663892,-0.2737588807009712,-0.11081795136762893
-0.29489701890974324,-0.5129039318268502,-0.37994459422478954
-0.1337416844759467,-0.3363025300733154,-0.4924333918124056
-0.16192393088463714,-0.230536858773796,-0.36871871902850034
-0.15320902408773987,0.10768349589567289,-0.28839361119535134
-0.16536509758075335,-0.05896470954733085,-0.08175750990393807
-0.11943282780738924,-0.13147522965521807,-0.1750059639427358
